SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,190 Amber Dr,San Francisco,CA,94131,1795000,4,2.5,Diamond Heights,2534,6098,1962,3,708,,Active,May-23-2017 05:30 PM,May-23-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/190-Amber-Dr-94131/home/839978,San Francisco MLS,458299,N,Y,37.744107,-122.444937
MLS Listing,,Single Family Residential,2 Valdez Ave,San Francisco,CA,94112,1795000,5,4,Westwood Park,2676,4112,1923,10,671,7,Active,May-23-2017 01:30 PM,May-23-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/2-Valdez-Ave-94112/home/1653365,San Francisco MLS,457957,N,Y,37.72892,-122.454544
MLS Listing,,Condo/Co-op,2171 Bay St #2,San Francisco,CA,94123,1799000,3,2,Marina,1682,,1985,31,1070,500,Active,,,http://www.redfin.com/CA/San-Francisco/2171-Bay-St-94123/unit-2/home/1594909,San Francisco MLS,457154,N,Y,37.801628,-122.442662
MLS Listing,,Condo/Co-op,1738 Bryant St,San Francisco,CA,94110,1799000,2,2,Inner Mission,1700,,1904,85,1058,,Active,,,http://www.redfin.com/CA/San-Francisco/1738-Bryant-St-94110/Lowr/home/113196044,San Francisco MLS,455087,N,Y,37.7648324,-122.4107428
New Construction Home,,Condo/Co-op,1688 Pine St,San Francisco,CA,94109,1802000,2,2,Rockwell,1139,,2017,6,1582,,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/home/113206615,NewHomeFeed,573244,N,Y,37.78945866,-122.4235623
MLS Listing,,Condo/Co-op,3500 19th St #206,San Francisco,CA,94110,1849000,2,2.5,Mission Dolores,1556,,2013,25,1188,476,Active,,,http://www.redfin.com/CA/San-Francisco/3500-19th-St-94110/unit-206/home/52510408,San Francisco MLS,457373,N,Y,37.760307,-122.421762
MLS Listing,,Single Family Residential,3412 Market St,San Francisco,CA,94114,1850000,3,2,Twin Peaks,1458,2077,1904,17,1269,,Active,,,http://www.redfin.com/CA/San-Francisco/3412-Market-St-94114/home/1541697,San Francisco MLS,457650,N,Y,37.757076,-122.442999
MLS Listing,,Condo/Co-op,650 Delancey St #205,San Francisco,CA,94107,1850000,2,2,South Beach,1565,,1996,26,1182,595,Active,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-205/home/12396493,San Francisco MLS,457269,N,Y,37.7827982,-122.3897154
MLS Listing,,Single Family Residential,24 Fair Ave,San Francisco,CA,94110,1850000,2,2.5,Bernal Heights,1709,1585,1910,175,1083,,Active,,,http://www.redfin.com/CA/San-Francisco/24-Fair-Ave-94110/home/758409,San Francisco MLS,452819,N,Y,37.7452885,-122.4195869
MLS Listing,,Townhouse,2405 Folsom St #6,San Francisco,CA,94110,1850000,3,3.5,Inner Mission,1969,,2008,59,940,533,Active,,,http://www.redfin.com/CA/San-Francisco/2405-Folsom-St-94110/unit-6/home/21966040,San Francisco MLS,455760,N,Y,37.7586277,-122.4142483
MLS Listing,,Single Family Residential,141 Stonecrest Dr,San Francisco,CA,94132,1890000,4,3,Lakeside,2471,4647,1951,32,765,,Active,,,http://www.redfin.com/CA/San-Francisco/141-Stonecrest-Dr-94132/home/836077,San Francisco MLS,457090,N,Y,37.72776,-122.473829
